#Simulation_time (ns)  #z_ATT532 (Ang) #z_ATT647N(Ang)
    0.000  -12.256  -48.902 
    0.400  -12.457  -48.245 
    0.800  -12.105  -49.456 
    1.200  -12.341  -49.164 
    1.600  -12.698  -49.203 
    2.000  -12.571  -48.740 
    2.400  -12.639  -49.006 
    2.800  -12.535  -49.312 
    3.200  -12.496  -49.528 
    3.600  -12.385  -48.641 
    4.000  -15.428  -43.805 
    4.400  -15.705  -45.191 
    4.800  -15.337  -41.576 
    5.200  -14.506  -35.885 
    5.600  -12.089  -31.498 
    6.000  -13.566  -30.293 
    6.400  -14.128  -28.578 
    6.800  -11.274  -30.690 
    7.200  -10.829  -33.995 
    7.600   -8.781  -32.238 
    8.000   -7.448  -34.646 
    8.400   -4.749  -37.115 
    8.800   -3.194  -33.705 
    9.200   -4.349  -33.595 
    9.600   -5.465  -34.471 
   10.000   -3.855  -32.833 
   10.400   -8.523  -35.094 
   10.800   -4.609  -38.980 
   11.200   -3.068  -40.828 
   11.600   -1.628  -37.885 
   12.000   -1.315  -42.934 
   12.400   -1.925  -39.677 
   12.800   -4.298  -38.766 
   13.200   -4.020  -36.843 
   13.600   -3.883  -31.560 
   14.000   -4.113  -32.347 
   14.400   -3.943  -30.859 
   14.800   -4.247  -31.844 
   15.200   -3.902  -30.855 
   15.600   -3.166  -32.542 
   16.000   -3.600  -33.978 
   16.400   -3.988  -27.160 
   16.800   -3.278  -26.541 
   17.200   -3.566  -26.693 
   17.600   -3.937  -26.076 
   18.000   -4.345  -29.024 
   18.400   -4.148  -29.631 
   18.800   -4.171  -33.235 
   19.200   -3.718  -35.143 
   19.600   -3.625  -30.879 
   20.000   -4.231  -30.430 
   20.400   -3.720  -30.619 
   20.800   -4.831  -32.674 
   21.200   -3.974  -34.731 
   21.600   -4.156  -31.021 
   22.000   -4.006  -31.824 
   22.400   -3.998  -25.699 
   22.800   -3.340  -25.544 
   23.200   -3.888  -26.012 
   23.600   -3.427  -26.314 
   24.000   -3.909  -26.336 
   24.400   -2.644  -25.973 
   24.800   -4.846  -25.373 
   25.200   -6.291  -27.211 
   25.600   -5.890  -25.010 
   26.000   -6.279  -28.887 
   26.400   -5.239  -29.321 
   26.800   -5.648  -33.713 
   27.200   -4.576  -23.367 
   27.600   -6.194  -23.112 
   28.000   -4.698  -29.223 
   28.400   -3.491  -32.301 
   28.800   -5.679  -29.564 
   29.200   -6.086  -24.883 
   29.600   -4.930  -25.417 
   30.000   -4.799  -22.225 
   30.400   -5.370  -21.731 
   30.800   -5.516  -20.411 
   31.200   -8.169  -16.278 
   31.600   -7.577  -14.494 
   32.000   -6.958  -17.909 
   32.400   -7.908  -19.756 
   32.800   -9.091  -26.490 
   33.200   -5.651  -25.683 
   33.600   -5.408  -24.041 
   34.000   -6.172  -27.050 
   34.400   -5.757  -20.905 
   34.800   -5.890  -23.880 
   35.200   -7.486  -26.153 
   35.600   -5.043  -28.016 
   36.000   -5.045  -26.266 
   36.400   -5.253  -28.035 
   36.800   -3.014  -23.469 
   37.200   -4.962  -35.160 
   37.600   -4.078  -33.756 
   38.000   -5.183  -33.657 
   38.400   -5.784  -29.285 
   38.800   -5.359  -35.523 
   39.200   -5.225  -38.172 
   39.600   -4.868  -33.535 
   40.000   -4.556  -35.604 
   40.400   -6.502  -35.546 
   40.800   -6.801  -44.306 
   41.200   -5.578  -40.803 
   41.600   -0.436  -43.931 
   42.000   -2.818  -42.951 
   42.400  -14.488  -45.426 
   42.800  -11.083  -41.588 
   43.200   -9.324  -38.957 
   43.600   -2.827  -38.558 
   44.000   -3.397  -41.017 
   44.400   -7.234  -42.645 
   44.800   -8.373  -43.283 
   45.200   -6.038  -43.677 
   45.600  -10.986  -41.351 
   46.000  -25.892  -43.128 
   46.400  -15.428  -45.094 
   46.800  -19.184  -40.704 
   47.200  -22.694  -40.176 
   47.600  -12.639  -38.922 
   48.000  -11.853  -35.429 
   48.400   -7.302  -35.103 
   48.800   -8.276  -35.125 
   49.200   -3.483  -35.022 
   49.600   -7.090  -38.074 
   50.000   -8.146  -34.314 
   50.400   -8.428  -31.722 
   50.800  -11.578  -29.602 
   51.200   -4.401  -29.297 
   51.600   -6.053  -34.112 
   52.000  -11.701  -34.070 
   52.400   -5.472  -32.178 
   52.800  -13.215  -31.430 
   53.200   -2.242  -29.261 
   53.600   -4.118  -31.516 
   54.000   -1.913  -29.975 
   54.400   -3.298  -23.712 
   54.800   -3.003  -22.043 
   55.200    4.810  -28.238 
   55.600    1.763  -27.639 
   56.000    2.255  -29.034 
   56.400   -5.028  -32.137 
   56.800  -11.716  -29.858 
   57.200   -6.382  -34.769 
   57.600   -8.629  -31.706 
   58.000    1.697  -36.683 
   58.400    5.642  -36.578 
   58.800    3.592  -39.172 
   59.200   -3.951  -40.706 
   59.600   -2.568  -41.873 
   60.000    3.157  -43.826 
   60.400   -0.478  -42.580 
   60.800    0.568  -40.189 
   61.200   -3.137  -38.698 
   61.600   -9.928  -37.926 
   62.000   -4.237  -39.079 
   62.400   -9.464  -35.207 
   62.800   -8.674  -34.323 
   63.200   -6.529  -34.482 
   63.600  -10.813  -37.559 
   64.000  -19.177  -36.275 
   64.400  -14.633  -29.858 
   64.800  -14.271  -30.693 
   65.200  -13.356  -35.127 
   65.600  -16.124  -36.675 
   66.000  -17.973  -36.964 
   66.400  -14.622  -42.826 
   66.800  -18.464  -42.578 
   67.200  -13.887  -52.755 
